year,currentPop,popFromStart,numHouseholds,averageHouseholdSize,marriageTally,marriagePropNow,divorceTally,shareSingleParents,shareFemaleSingleParent,taxPayers,taxBurden,familyCareRatio,employmentRate,shareWorkingHours,publicSocialCare,costPublicSocialCare,sharePublicSocialCare,costTaxFreeSocialCare,publicChildCare,costPublicChildCare,sharePublicChildCare,costTaxFreeChildCare,totalTaxRevenue,totalPensionRevenue,pensionExpenditure,totalHospitalizationCost,classShare_1,classShare_2,classShare_3,classShare_4,classShare_5,totalInformalChildCare,formalChildCare,childcareIncomeShare,shareInformalChildCare,shareCareGivers,ratioFemaleMaleCarers,shareMaleCarers,shareFemaleCarers,ratioWage,ratioIncome,shareFamilyCarer,share_over20Hours_FamilyCarers,averageHoursOfCare,share_40to64_carers,share_over65_carers,share_10PlusHours_over70,totalSocialCareNeed,totalInformalSocialCare,totalFormalSocialCare,totalUnmetSocialCareNeed,totalSocialCare,share_InformalSocialCare,share_UnmetSocialCareNeed,totalOWSC,shareOWSC,totalCostOWSC,q1_socialCareNeed,q1_informalSocialCare,q1_formalSocialCare,q1_unmetSocialCareNeed,q1_outOfWorkSocialCare,q2_socialCareNeed,q2_informalSocialCare,q2_formalSocialCare,q2_unmetSocialCareNeed,q2_outOfWorkSocialCare,q3_socialCareNeed,q3_informalSocialCare,q3_formalSocialCare,q3_unmetSocialCareNeed,q3_outOfWorkSocialCare,q4_socialCareNeed,q4_informalSocialCare,q4_formalSocialCare,q4_unmetSocialCareNeed,q4_outOfWorkSocialCare,q5_socialCareNeed,q5_informalSocialCare,q5_formalSocialCare,q5_unmetSocialCareNeed,q5_outOfWorkSocialCare,grossDomesticProduct,publicCareToGDP
1860,669,671,318,2.1037735849056602,8,0.9333333333333333,26,0.05714285714285714,0.75,598,0.0,1.0,0.8729096989966555,1.0,0,0.0,0.0,0.0,0,0.0,0,0,39631.49347343716,26584.65738239161,2511.2492236480743,2400.0,0.22333333333333333,0.32,0.27,0.14333333333333334,0.043333333333333335,0,0,0.0,0,0.008361204013377926,0.4,0.010067114093959731,0.006666666666666667,0.7897904623052234,0.7794560537132931,1.0,0.0,9.6,0.0,0.0,0,48.0,48.0,0,0.0,48.0,1.0,0.0,0,0.0,0,32.0,32.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,317341.0732206361,0.0
1861,724,730,329,2.2006079027355625,6,0.8959731543624161,17,0.10762331838565023,0.9166666666666666,596,14.008053691275167,0.875,0.802013422818792,1.0,0,0.0,0.0,0.0,0,0.0,0,0,36343.05808629338,24426.111242348987,2300.5765248589687,3434.96042078728,0.22240802675585283,0.3210702341137124,0.2692307692307692,0.14381270903010032,0.043478260869565216,5520.0,0,0.0,1.0,0.008389261744966443,0.2,0.013422818791946308,0.003355704697986577,0.7580265864892718,0.616521226347623,1.0,0.0,11.2,0.0,0.0,0,64.0,56.0,0,8.0,56.0,1.0,0.125,0,0.0,0,32.0,24.0,0,8.0,0,16.0,16.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,290806.2286848468,0.0
1862,766,772,329,2.3282674772036476,10,0.8959731543624161,10,0.10830324909747292,0.9333333333333333,596,14.008053691275167,0.9,0.8288590604026845,0.9983805668016195,0,0.0,0.0,0.0,0,0.0,0.0,4046.278016041791,37997.54551117476,25328.584401931617,2382.969840087045,4324.578931411125,0.2231543624161074,0.3187919463087248,0.2701342281879195,0.14429530201342283,0.0436241610738255,6653.0,1616.7341444720203,0.036939668771498985,0.7750465983224604,0.01174496644295302,0.14285714285714285,0.020134228187919462,0.003355704697986577,0.8225655616502531,0.6664985979031383,1.0,0.0,10.285714285714286,0.14285714285714285,0.0,0,80.0,72.0,0,8.0,72.0,1.0,0.1,0,0.0,0,32.0,24.0,0,8.0,0,8.0,8.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,301604.8686354701,0.0
1863,829,836,337,2.459940652818991,12,0.8686868686868687,20,0.11940298507462686,0.9,595,70.15798319327732,0.7368421052631579,0.8168067226890756,0.9954732510288066,0,0.0,0.0,0.0,72.0,432.0,0.010067114093959773,5982.285615110529,38660.085818303334,25212.804916707704,2365.416927482673,9053.05952297911,0.2231543624161074,0.3187919463087248,0.2701342281879195,0.14429530201342283,0.0436241610738255,7203.0,2560.091758315012,0.056931365686322344,0.6899425287356322,0.021848739495798318,0.3076923076923077,0.030201342281879196,0.013468013468013467,0.7389015258803242,0.6574079588567647,1.0,0.0,8.615384615384615,0.07692307692307693,0.0,0,152.0,112.0,0,40.0,112.0,1.0,0.2631578947368421,0,0.0,0,80.0,40.0,0,40.0,0,40.0,40.0,0,0.0,0,24.0,24.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,300381.64708852017,0.0
1864,884,892,340,2.6,15,0.8552188552188552,18,0.11733333333333333,0.8636363636363636,594,126.49696969696969,0.55,0.8013468013468014,0.9861344537815127,0,0.0,0.0,0.0,1440.0,8640.0,0.1516427969671441,6933.503841252374,37459.6685406687,24605.26645513344,2303.0832598110837,10680.817065346495,0.2235294117647059,0.31932773109243695,0.27058823529411763,0.14285714285714285,0.043697478991596636,9529.0,2794.667116022286,0.0635373785446052,0.7232088646023073,0.016835016835016835,0.2,0.026936026936026935,0.006734006734006734,0.7551668246900707,0.6296533878130183,1.0,0.0,8.8,0.1,0.0,0,160.0,88.0,0,72.0,88.0,1.0,0.45,0,0.0,0,32.0,16.0,0,64.0,0,40.0,32.0,0,8.0,0,32.0,32.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,292340.4012216577,0.0
1865,929,939,341,2.724340175953079,14,0.8508474576271187,15,0.15158924205378974,0.8064516129032258,592,56.41081081081081,0.8181818181818182,0.8192567567567568,0.9804123711340206,0,0.0,0.0,0.0,2620.0,15720.0,0.20030581039755346,8349.480095248975,37854.48050049853,24797.660637130186,2332.0851423108165,10983.715843235279,0.2239057239057239,0.31986531986531985,0.26936026936026936,0.14309764309764308,0.04377104377104377,10643.0,3402.954625487852,0.07758320427973009,0.7123828647925033,0.030405405405405407,0.5,0.030303030303030304,0.030508474576271188,0.780382141709884,0.6653322312873519,0.9444444444444444,0.0,8.0,0.16666666666666666,0.0,0,176.0,144.0,0,32.0,144.0,1.0,0.18181818181818182,0,0.0,0,64.0,56.0,0,8.0,0,56.0,32.0,0,24.0,0,40.0,40.0,0,0.0,0,8.0,8.0,0,0.0,0,0.0,0,0,0.0,0,295831.95501514967,0.0
1866,974,984,339,2.8731563421828907,18,0.8576271186440678,16,0.1425287356321839,0.8387096774193549,592,109.29594594594595,0.7232142857142857,0.8158783783783784,0.9635610766045548,0,0.0,0.0,0.0,4372.0,26232.0,0.269610261470153,8896.525460224088,37440.97313525454,24326.138758373098,2295.28086596433,13940.167295650315,0.22128378378378377,0.32094594594594594,0.2702702702702703,0.14358108108108109,0.04391891891891892,10990.0,3490.528709797643,0.08133851977539151,0.7043065880543451,0.033783783783783786,0.4,0.04040404040404041,0.02711864406779661,0.7953382938199204,0.6623448264359549,0.9,0.0,8.0,0.4,0.0,0,224.0,160.0,2.0,62.0,162.0,0.9876543209876543,0.2767857142857143,0,0.0,0,64.0,32.0,0,32.0,0,88.0,56.0,2.0,30.0,0,32.0,32.0,0,0.0,0,24.0,24.0,0,0.0,0,0.0,0,0,0.0,0,291064.3440700182,0.0
1867,1021,1031,340,3.0029411764705882,17,0.8542372881355932,18,0.1303370786516854,0.8620689655172413,592,216.82905405405407,0.625,0.8243243243243243,0.9551229508196721,0.0,0.0,0.0,0.0,6324.0,37944.0,0.3355263157894737,8537.733981719899,38482.83657052744,24379.87569580238,2321.0517660054616,19643.766342327497,0.22128378378378377,0.32094594594594594,0.2702702702702703,0.14358108108108109,0.04391891891891892,11886.0,3446.80501069333,0.07794626575867133,0.7371619945422972,0.04054054054054054,0.4583333333333333,0.04377104377104377,0.03728813559322034,0.802037215827068,0.6898212464652083,0.9166666666666666,0.0,8.416666666666666,0.4166666666666667,0.0,0,328.0,202.0,3.0,123.0,205.0,0.9853658536585366,0.375,0,0.0,0,80.0,58.0,0,102.0,0,80.0,56.0,3.0,21.0,0,56.0,56.0,0,0.0,0,16.0,16.0,0,0.0,0,8.0,8.0,0,0.0,0,294660.8693251115,0.0
1868,1054,1067,334,3.155688622754491,12,0.8703071672354948,6,0.12663755458515283,0.8620689655172413,589,265.7724957555178,0.5833333333333334,0.833616298811545,0.9462321792260693,0.0,0.0,0.0,0.0,7972.0,47832.0,0.3732209737827715,9538.217897582665,37372.81949335881,24126.466160535856,2299.6881744982193,22442.86412952129,0.22128378378378377,0.32094594594594594,0.2702702702702703,0.14358108108108109,0.04391891891891892,12455.0,3746.8581788606207,0.08355574763148399,0.7263237695358059,0.042444821731748725,0.52,0.04054054054054054,0.04436860068259386,0.8023313699074993,0.7090947217737646,0.96,0.0,8.28,0.48,0.0,0,360.0,207.0,3.0,150.0,210.0,0.9857142857142858,0.4166666666666667,0,0.0,0,64.0,40.0,0,114.0,0,104.0,68.0,0,36.0,0,72.0,69.0,3.0,0.0,0,24.0,24.0,0,0.0,0,0.0,0,0,0.0,0,291132.27498789004,0.0
1869,1087,1101,335,3.244776119402985,12,0.863481228668942,13,0.15086206896551724,0.8571428571428571,588,333.66802721088436,0.5566037735849056,0.8469387755102041,0.9532128514056225,0.0,0.0,0.0,0.0,9632.0,57792.0,0.40146715571857283,9687.87124163757,38162.38730995993,24425.484488579277,2339.1235921652074,27862.76513952311,0.22241086587436332,0.3225806451612903,0.2699490662139219,0.14091680814940577,0.044142614601018676,12422.0,3879.5372058192165,0.08267544325831269,0.7205336426914153,0.04591836734693878,0.5555555555555556,0.04067796610169491,0.051194539249146756,0.8228494356543823,0.735612912717903,0.9259259259259259,0.0,8.592592592592593,0.6296296296296297,0.0,0,424.0,232.0,4.0,188.0,236.0,0.9830508474576272,0.44339622641509435,0,0.0,0,176.0,40.0,0,144.0,0,96.0,64.0,0,32.0,0,112.0,104.0,4.0,4.0,0,16.0,16.0,0,8.0,0,8.0,8.0,0,0.0,0,296005.09806708386,0.0
